Gods liefde is te groot;True;61;16;False;;;
Voorwaar, ik keer mij stil tot God.;True;62;1;False;;;
Ik ben de weg, zo zegt de Heer;True;62;2;False;;;
Wie oren om te horen heeft,;True;62;3;False;False;;
Mijn ziel is stil tot God mijn Heer,;True;62;8;False;;;
"Onze Vader, die in de hemelen zijt;";True;62;11;False;;;
Guns of peace;True;62;13;False;;;
Als een wijngaard;True;62;16;False;False;;
O God, mijn God, ik zoek uw hand,;True;63;1;False;;;
Ik ben de wijnstok;True;63;2;False;;;
De Heer verschijnt te middernacht;True;63;3;False;;;
Mijn God, Gij zijt mijn toeverlaat,;True;63;8;False;;;
Stap voor stap, dag na dag;True;63;11;False;;;
Optreden Lofstem 26 dec. 2011;False;63;13;False;False;;
Met lampen voor het feest gereed;True;63;16;False;;;
Behoed mij, Heer, hoor naar mijn klagen!;True;64;1;False;;;
Vrede zij u. Vrede zij u.;True;64;2;False;;;
Gij hebt met uw brede gebaren;True;64;3;False;;;
Behoed mij, Heer hoor naar mijn klagen!;True;64;8;False;;;
Happy day;True;64;13;False;False;;
Als Hij komt in zijn luister;True;64;16;False;;;
De lofzang klinkt uit Sions zalen;True;65;1;False;;;
Wij weten dat God alles keert;True;65;2;False;;;
Het graan slaapt in de aarde;True;65;3;False;;;
De stilte zingt U toe, o Here,;True;65;8;False;;;
Tot zevenmaal zeventig maal;True;65;11;False;;;
Ga met God en Hij zal met je zijn (NLB 416);True;65;13;False;False;;
t Is middernacht en in de hof;True;65;16;False;;;
Breek, aarde, uit in jubelzangen,;True;66;1;False;;;
Het zaad zal vruchten dragen;True;66;2;False;;;
"Mijn ziel verheft Gods eer;";True;66;3;False;False;;
Breek, aarde, uit in jubelzangen,;True;66;8;False;;;
Komt, prijst de Heer,;True;66;10;False;False;;
